4934	5239	305
21384	21533	149
19952	20412	460
1888	1977	89
19004	19099	95
26176	26365	189
5606	5819	213
24123	24315	192
6033	6045	12
9676	10122	446
12896	13374	478
8231	8631	400
31386	31777	391
21913	22005	92
3839	4107	268
12956	13199	243
26857	26945	88
32697	32849	152
14770	14962	192
18521	19011	490
10406	10747	341
9269	9638	369
972	1142	170
5773	5881	108
15041	15386	345
30616	30862	246
13500	13677	177
7191	7249	58
22126	22449	323
12418	12861	443
19817	19978	161
30711	31006	295
29359	29825	466
26529	26567	38
23024	23182	158
20375	20656	281
24855	24911	56
1291	1414	123
21526	21953	427
17682	17865	183
30888	31161	273
16135	16575	440
5694	6132	438
32446	32875	429
20373	20739	366
10419	10619	200
23987	24200	213
15452	15739	287
1656	1989	333
20615	21021	406
23817	23833	16
32360	32818	458
8918	9380	462
28333	28394	61
24188	24601	413
15513	15712	199
30927	31156	229
9096	9128	32
30555	30895	340
11136	11590	454
9882	10087	205
18006	18127	121
18730	18753	23
5239	5262	23
7751	8083	332
17309	17633	324
21798	22059	261
15089	15488	399
16537	16581	44
2885	2980	95
24191	24255	64
21369	21683	314
1935	2339	404
4157	4304	147
23639	24101	462
2577	2859	282
16579	16862	283
21888	21988	100
32068	32096	28
6386	6737	351
6419	7282	863
25428	25938	510
10560	11311	751
22478	23002	524
15628	16228	600
3015	3763	748
16600	17275	675
6296	7282	986
3790	4304	514
22130	23044	914
29287	30286	999
9926	10834	908
25984	26858	874
14736	15484	748
6754	7723	969
32546	33277	731
9331	10255	924
15822	16432	610
22007	22555	548
32105	32993	888
9798	10404	606
15373	15899	526
13335	14022	687
8854	9787	933
14212	14859	647
11063	11943	880
30919	31728	809
27729	28319	590
8225	8887	662
32871	33485	614
28571	29099	528
14904	15713	809
16242	17013	771
7178	8058	880
19917	20745	828
17663	18241	578
13754	14584	830
18639	19304	665
9422	10172	750
9537	10101	564
7850	8586	736
19000	19935	935
26021	26936	915
26882	27569	687
23602	24521	919
31518	32137	619
29198	29707	509
15116	15800	684
28959	29661	702
31763	32702	939
16363	17332	969
6548	7428	880
27406	28261	855
29074	29769	695
2989	3541	552
7105	7741	636
23902	24745	843
21411	22324	913
6689	7270	581
18701	19283	582
27587	28361	774
19158	19978	820
3102	4010	908
32607	33202	595
25691	26399	708
8146	8711	565
16394	17248	854
27034	27614	580
27184	27841	657
14753	15718	965
17580	18439	859
34345	34986	641
12453	13075	622
11144	12104	960
23467	24046	579
15767	16504	737
17554	18140	586
21689	22350	661
3152	3882	730
35034	35590	556
26562	27272	710
3536	4384	848
17780	18496	716
10169	11140	971
31555	32500	945
26553	27532	979
4215	4968	753
26649	27528	879
31030	32022	992
31246	31931	685
32379	34174	1795
24357	25545	1188
7060	8928	1868
35538	36861	1323
8943	10880	1937
20360	21813	1453
27772	29553	1781
24601	26498	1897
4195	5333	1138
9076	11428	2352
10767	13431	2664
16370	18652	2282
24691	26781	2090
10310	12679	2369
15234	17302	2068
12144	14187	2043
17899	20109	2210
23340	26313	2973
23704	26550	2846
26248	28575	2327
12903	15912	3009
13717	16748	3031
34968	38045	3077
26352	29674	3322
4828	7907	3079
31863	35296	3433
14632	18414	3782
30072	33335	3263
4623	8387	3764
32452	35544	3092
8312	11417	3105
16135	19922	3787
98584	102719	4135
127602	131925	4323
119527	123972	4445
100474	105312	4838
120304	125153	4849
123277	128346	5069
29046	58385	29339
length(1-499bp):80
length(500-999bp):90
length(1000-1999bp):9
length(2000-2999bp):11
lenght(3000-3999bp):12
lenght(4000-4999bp):5
lenght(5000-5999bp):1
lenght(greater than or equal):1
