4927	5232	305
21384	21533	149
19959	20419	460
1887	1976	89
19003	19098	95
26168	26357	189
5610	5823	213
24120	24312	192
6028	6040	12
9673	10119	446
12892	13370	478
8230	8630	400
31385	31776	391
21913	22005	92
3850	4118	268
12960	13203	243
26860	26948	88
32695	32847	152
14773	14965	192
18523	19013	490
10406	10747	341
9275	9644	369
973	1143	170
5774	5882	108
15037	15382	345
30609	30855	246
13496	13673	177
7197	7255	58
22133	22456	323
12425	12868	443
19819	19980	161
30714	31009	295
29364	29830	466
26536	26574	38
23025	23183	158
20367	20648	281
24856	24912	56
1294	1417	123
21526	21953	427
17674	17857	183
30889	31162	273
16133	16573	440
5688	6126	438
32441	32870	429
20378	20744	366
10414	10614	200
23985	24198	213
15453	15740	287
1655	1988	333
20609	21015	406
23815	23831	16
32362	32820	458
8920	9382	462
28334	28395	61
24196	24609	413
15520	15719	199
30929	31158	229
9086	9118	32
30553	30893	340
11139	11593	454
9873	10078	205
18006	18127	121
18735	18758	23
5236	5259	23
7747	8079	332
17305	17629	324
21792	22053	261
15092	15491	399
16541	16585	44
2883	2978	95
24190	24254	64
21370	21684	314
1924	2328	404
4153	4300	147
23643	24105	462
2583	2865	282
16579	16862	283
6416	7279	863
25428	25938	510
10559	11310	751
22477	23001	524
15631	16231	600
3014	3762	748
16596	17271	675
6295	7281	986
3783	4297	514
22137	23051	914
29283	30282	999
9924	10832	908
25978	26852	874
14733	15481	748
6758	7727	969
32545	33276	731
9328	10252	924
15835	16445	610
22009	22557	548
32113	33001	888
9804	10410	606
15366	15892	526
13338	14025	687
8867	9800	933
14218	14865	647
11062	11942	880
30919	31728	809
27730	28320	590
8228	8890	662
32869	33483	614
28570	29098	528
14903	15712	809
16249	17020	771
7177	8057	880
19917	20745	828
17662	18240	578
13754	14584	830
18637	19302	665
9431	10181	750
9534	10098	564
7850	8586	736
18994	19929	935
26021	26936	915
26881	27568	687
23611	24530	919
31519	32138	619
29193	29702	509
15109	15793	684
28950	29652	702
31762	32701	939
16362	17331	969
6544	7424	880
27411	28266	855
29086	29781	695
2987	3539	552
7105	7741	636
23913	24756	843
21410	22323	913
6691	7272	581
18694	19276	582
27592	28366	774
19159	19979	820
3098	4006	908
32606	33201	595
25696	26404	708
8149	8714	565
16395	17249	854
27029	27609	580
27184	27841	657
14758	15723	965
17579	18438	859
34340	34981	641
12457	13079	622
11144	12104	960
23468	24047	579
15766	16503	737
17546	18132	586
21687	22348	661
3156	3886	730
35042	35598	556
26565	27275	710
3540	4388	848
17778	18494	716
10170	11141	971
31557	32502	945
26547	27526	979
4217	4970	753
26643	27522	879
31032	32024	992
31247	31932	685
32373	34168	1795
24351	25539	1188
7056	8924	1868
35537	36860	1323
8940	10877	1937
20365	21818	1453
27771	29552	1781
24600	26497	1897
4203	5341	1138
9085	11437	2352
10764	13428	2664
16371	18653	2282
24691	26781	2090
10307	12676	2369
15223	17291	2068
12146	14189	2043
17904	20114	2210
23335	26308	2973
23706	26552	2846
26255	28582	2327
26580	28975	2395
28969	31312	2343
9270	11632	2362
12903	15912	3009
13719	16750	3031
34968	38045	3077
26358	29680	3322
4830	7909	3079
31867	35300	3433
14637	18419	3782
30074	33337	3263
4618	8382	3764
32451	35543	3092
8314	11419	3105
16133	19920	3787
98585	102720	4135
127605	131928	4323
119523	123968	4445
100472	105310	4838
123269	128338	5069
29049	58388	29339
length(1-499bp):77
length(500-999bp):90
length(1000-1999bp):9
length(2000-2999bp):14
lenght(3000-3999bp):12
lenght(4000-4999bp):4
lenght(5000-5999bp):1
lenght(greater than or equal):1
