33096	33146	50
29261	29326	65
7099	7121	22
22816	22847	31
14025	14087	62
13536	13628	92
8179	8276	97
28830	28844	14
26410	26461	51
8297	8359	62
26315	26338	23
26652	26672	20
3248	3275	27
11982	12067	85
18805	18872	67
8787	8864	77
18280	18306	26
19589	19596	7
20419	20437	18
16435	16488	53
394	401	7
8730	8827	97
15290	15327	37
4147	4203	56
25490	25554	64
11412	11481	69
26099	26149	50
20361	20435	74
6684	6780	96
9588	9624	36
27388	27474	86
15016	15071	55
26791	26800	9
15329	15344	15
10037	10074	37
28008	28026	18
3894	3934	40
7367	7417	50
844	913	69
4988	5001	13
32408	32455	47
19256	19350	94
4339	4402	63
27094	27096	2
23700	23713	13
18750	18765	15
30588	30684	96
3546	3642	96
22680	22775	95
4163	4198	35
12289	12351	62
7879	7894	15
20682	20702	20
22900	22925	25
4558	4582	24
11776	11862	86
17773	17864	91
13882	13900	18
12250	12261	11
32534	32632	98
7757	7830	73
30988	31062	74
1003	1046	43
6464	6528	64
16095	16168	73
28043	28118	75
27629	27638	9
9960	10003	43
27294	27381	87
24821	24876	55
30326	30389	63
9892	9986	94
31200	31274	74
31606	31680	74
32408	32483	75
27541	27609	68
24127	24190	63
26487	26518	31
6474	6480	6
28189	28214	25
30452	30460	8
19232	19236	4
20834	20862	28
27630	27642	12
13609	13681	72
4142	4178	36
13305	13390	85
22778	22837	59
4473	4529	56
31894	31956	62
11577	11654	77
8118	8139	21
20144	20196	52
7024	7081	57
13515	13614	99
12755	12811	56
4140	4194	54
29986	30031	45
18999	19006	7
26661	26699	38
15680	15765	85
6055	6078	23
16776	16795	19
13371	13383	12
13677	13757	80
28515	28551	36
24521	24588	67
8112	8195	83
22070	22164	94
28609	28696	87
18278	18350	72
7520	7567	47
20059	20107	48
2884	2969	85
13439	13501	62
10739	10788	49
17127	17150	23
31829	31855	26
2624	2656	32
15261	15356	95
17302	17382	80
24023	24034	11
11855	11889	34
952	1037	85
3941	3969	28
4921	4934	13
13793	13800	7
32358	32451	93
10477	10489	12
33084	33153	69
25193	25243	50
21344	21427	83
15116	15179	63
5880	5898	18
27913	27937	24
1658	1720	62
19817	19883	66
9565	9626	61
9413	9508	95
30777	30846	69
18621	18694	73
2111	2196	85
22952	22973	21
13846	13848	2
19289	19340	51
7936	7939	3
6542	6600	58
6877	6962	85
20004	20077	73
5221	5252	31
15608	15638	30
16420	16492	72
6245	6284	39
30721	30744	23
17237	17249	12
15746	15830	84
1187	1227	40
9750	9769	19
32648	32714	66
14701	14788	87
5470	5527	57
32780	32827	47
5200	5210	10
19140	19151	11
22699	22798	99
30018	30075	57
16662	16681	19
10180	10277	97
7697	7776	79
23441	23527	86
32253	32323	70
10106	10198	92
31196	31213	17
5968	6049	81
26763	26793	30
4664	4740	76
6700	6705	5
5213	5240	27
32954	33016	62
16702	16727	25
27425	27504	79
3721	3765	44
13398	13489	91
4268	4283	15
3069	3123	54
10692	10700	8
15504	15598	94
7920	7982	62
4811	4893	82
23210	23213	3
18944	18974	30
23849	23851	2
8563	8615	52
8131	8154	23
32946	32952	6
28822	28823	1
18983	19009	26
2257	2261	4
17890	17979	89
25149	25164	15
17356	17372	16
4138	4234	96
23389	23435	46
8129	8201	72
28150	28244	94
17185	17259	74
19564	19588	24
19443	19450	7
9955	9998	43
14837	14915	78
10822	10889	67
24350	24373	23
28222	28266	44
24818	24823	5
6323	6405	82
6079	6175	96
23206	23305	99
4321	4347	26
10830	10846	16
14969	14981	12
24089	24185	96
30519	30562	43
3372	3470	98
7397	7596	199
32071	32193	122
29189	29379	190
18537	18640	103
22691	22832	141
34221	34347	126
34588	34726	138
4728	4927	199
25383	25550	167
26856	27035	179
20768	20954	186
2126	2316	190
2106	2285	179
3601	3718	117
4358	4528	170
16730	16844	114
20385	20499	114
5887	6030	143
16476	16659	183
28392	28549	157
18821	18973	152
4684	4804	120
17707	17873	166
13426	13600	174
10919	11076	157
31457	31595	138
30406	30590	184
20571	20698	127
14863	15026	163
2181	2282	101
29136	29248	112
5255	5449	194
3088	3197	109
20738	20862	124
15851	16020	169
11873	12012	139
3981	4174	193
14326	14463	137
16560	16721	161
16302	16411	109
27298	27421	123
12184	12364	180
33590	33733	143
18266	18395	129
9811	10002	191
18726	18854	128
18024	18173	149
22874	23031	157
11317	11516	199
5532	5714	182
26418	26569	151
10107	10213	106
4666	4845	179
21996	22108	112
4884	5058	174
23074	23197	123
13985	14093	108
31621	31768	147
19782	19968	186
14331	14499	168
11763	11892	129
31039	31180	141
16933	17038	105
8096	8215	119
32332	32489	157
25381	25496	115
27790	27963	173
20286	20464	178
11306	11457	151
24419	24579	160
2593	2791	198
