21480	21568	88
21502	21777	275
1089	1338	249
25112	25465	353
5786	6081	295
30287	30482	195
7981	8476	495
2962	3069	107
25262	25528	266
27253	27499	246
17173	17490	317
7605	7806	201
673	1109	436
28725	28923	198
21211	21622	411
2067	2079	12
24229	24621	392
28772	29149	377
18730	18764	34
10192	10524	332
21135	21166	31
2068	2505	437
5493	5579	86
6383	6703	320
5323	5723	400
9046	9194	148
2735	2795	60
6505	6971	466
11568	11815	247
9932	9970	38
24192	24520	328
31732	32145	413
31398	31623	225
11064	11293	229
14150	14445	295
10694	11156	462
19001	19312	311
18277	18730	453
19035	19437	402
13647	13756	109
32186	32425	239
27272	27698	426
2830	3145	315
32168	32418	250
16764	17205	441
18219	18624	405
26885	27355	470
24470	24571	101
21409	21773	364
19859	20135	276
7842	8314	472
30979	31417	438
23186	23305	119
13804	14287	483
3870	4057	187
31590	31652	62
19134	19468	334
6938	7427	489
13897	13902	5
3482	3564	82
24047	24238	191
9562	9980	418
9598	10076	478
16240	16323	83
6489	6795	306
17497	17550	53
4904	5205	301
2924	3214	290
25617	25929	312
31127	31148	21
30993	31470	477
26942	27382	440
11732	12188	456
13325	13659	334
17005	17183	178
28847	29175	328
9610	9989	379
14606	15055	449
2814	2938	124
3075	3115	40
32611	32869	258
8208	8226	18
28005	28317	312
14890	14945	55
19294	19760	466
23686	24169	483
24860	25301	441
24955	24968	13
23729	24147	418
22553	22765	212
10658	10674	16
12899	13258	359
16082	16185	103
7767	8227	460
21739	22044	305
6586	6911	325
15664	15808	144
5647	6030	383
18744	18746	2
17057	17494	437
31045	31414	369
19500	19545	45
25724	25771	47
10884	10933	49
4270	4686	416
20018	20313	295
10811	10971	160
16928	17149	221
21586	21927	341
5403	5570	167
599	654	55
8344	8807	463
3774	4203	429
32537	32819	282
1780	2273	493
18018	18172	154
23094	23449	355
23235	23364	129
25726	26112	386
28332	28825	493
1949	2307	358
367	382	15
17981	18368	387
29471	29933	462
5360	5644	284
33075	33282	207
22036	22234	198
15762	16077	315
13205	13337	132
22544	22650	106
19164	19210	46
19109	19531	422
24316	24454	138
15931	16019	88
1566	1753	187
15457	15584	127
819	1187	368
32880	32932	52
17348	17614	266
32010	32312	302
13109	13446	337
27242	27384	142
25178	26132	954
26035	26871	836
15544	16172	628
20711	21693	982
22583	23323	740
26583	27553	970
2878	3872	994
24475	25316	841
4740	5546	806
14354	14859	505
22586	23581	995
26399	26967	568
5713	6377	664
12362	13226	864
35041	35930	889
31624	32593	969
8118	9010	892
16661	17473	812
26701	27686	985
24026	24733	707
8525	9256	731
25332	26292	960
11403	12379	976
13965	14468	503
21172	21930	758
6417	7231	814
3522	4344	822
24785	25644	859
20030	20672	642
33934	34902	968
27862	28836	974
17422	17984	562
16506	17174	668
34348	34856	508
35182	35895	713
16067	17052	985
9781	10306	525
28922	29427	505
18580	19446	866
8562	9457	895
6854	7414	560
19698	20697	999
3037	3546	509
14403	15278	875
14025	14632	607
10661	11620	959
5875	6703	828
26159	26940	781
32495	33277	782
32861	33618	757
34436	35099	663
20432	21405	973
25058	25558	500
9870	10386	516
22321	23043	722
5291	6143	852
18180	19068	888
20787	21300	513
31474	32443	969
6883	7699	816
11599	12400	801
9723	10511	788
32967	33690	723
26888	27848	960
22853	23779	926
24284	24914	630
19103	19955	852
4304	5290	986
4976	5662	686
31820	32501	681
21453	22215	762
10646	11581	935
30647	31220	573
34580	35199	619
34719	35380	661
23314	24161	847
21182	21692	510
25594	26278	684
10270	11205	935
30556	31110	554
4425	5228	803
13674	14489	815
17452	18289	837
9626	10162	536
15919	16851	932
20018	20787	769
15906	16421	515
7447	8245	798
4323	4891	568
13313	13939	626
25245	26217	972
28296	29123	827
3175	4122	947
12814	13767	953
3737	4445	708
24565	25549	984
11661	12203	542
31536	32276	740
26064	26704	640
22084	22612	528
10516	11026	510
23792	24419	627
6666	7411	745
20402	21263	861
15017	15926	909
33153	34037	884
16547	17340	793
28460	28968	508
33655	34294	639
17059	17740	681
14769	15558	789
5606	6239	633
30723	31382	659
2995	3945	950
9822	10379	557
3691	4520	829
24406	24914	508
19675	20518	843
28394	29078	684
18075	18973	898
24954	25706	752
31974	32801	827
23088	23645	557
6901	7740	839
9470	10242	772
11251	12015	764
13134	14029	895
12323	13296	973
32476	33194	718
9827	10823	996
32827	33413	586
24108	24843	735
12357	13026	669
9821	10442	621
18581	19380	799
10956	11643	687
13567	14244	677
6027	6690	663
27681	28309	628
21451	22146	695
8708	9320	612
26799	27475	676
35093	35643	550
26981	27726	745
5227	5970	743
28268	29047	779
29231	30224	993
31097	31800	703
12019	12842	823
21977	22651	674
13999	14599	600
18686	19545	859
10687	11499	812
9959	10905	946
14085	14727	642
8044	8692	648
28670	29255	585
22290	23193	903
19537	20479	942
8405	8984	579
20078	20847	769
27492	28198	706
32517	33301	784
14357	15009	652
12899	13851	952
11205	11766	561
19661	20454	793
4646	5193	547
30677	31617	940
25743	26717	974
32607	33578	971
10235	11166	931
18392	19357	965
14733	15278	545
4913	5711	798
22819	23589	770
34678	35471	793
35030	35563	533
11577	12274	697
5622	6516	894
22009	22634	625
23650	24501	851
8857	9448	591
6982	7755	773
7014	7712	698
28023	28682	659
3619	4609	990
15172	16142	970
9942	10823	881
13986	14926	940
30441	31025	584
14612	15451	839
23943	24802	859
5611	6135	524
34677	35653	976
13074	13779	705
30901	31430	529
32846	33573	727
21450	22124	674
7467	8458	991
21615	22457	842
17285	18240	955
12175	12719	544
19235	20091	856
20009	20589	580
22647	23425	778
5464	6462	998
3058	3994	936
13014	13949	935
17945	18737	792
7310	7913	603
21321	22307	986
15813	16555	742
5077	5922	845
32794	33323	529
29850	30431	581
10059	10807	748
19412	20240	828
13489	14238	749
28087	28689	602
17096	18028	932
3499	4021	522
4155	4864	709
16486	17426	940
11593	12166	573
12521	13513	992
32501	33294	793
24172	25076	904
3163	4121	958
30580	31093	513
19170	19980	810
8909	9795	886
23582	24493	911
20443	21032	589
29233	29922	689
23686	24376	690
19963	20654	691
10387	11372	985
3351	4044	693
26997	27852	855
14177	14853	676
20923	21747	824
17761	18526	765
24732	25448	716
4008	4699	691
28491	29235	744
23583	24290	707
19571	20445	874
32495	33176	681
32050	32913	863
16466	17150	684
30146	31137	991
32040	32774	734
24492	25478	986
13715	14304	589
15871	16789	918
24990	26626	1636
7879	8979	1100
12602	13617	1015
14040	15327	1287
31883	33478	1595
5991	7349	1358
22710	24417	1707
19901	21090	1189
25143	26756	1613
7095	8411	1316
22127	23937	1810
34927	35967	1040
20673	21712	1039
10066	11374	1308
24303	26212	1909
25819	27092	1273
24022	25621	1599
28944	30459	1515
21806	23720	1914
6799	8262	1463
17956	19261	1305
11297	12507	1210
8056	9970	1914
9444	10640	1196
19432	20746	1314
23283	25000	1717
3799	5759	1960
24193	26079	1886
9311	11200	1889
12877	14192	1315
21869	23221	1352
10963	12570	1607
30706	32379	1673
35601	36833	1232
36049	37119	1070
12481	14278	1797
28479	29704	1225
25886	27020	1134
19527	20618	1091
9662	11641	1979
21072	22412	1340
31137	32209	1072
20554	21734	1180
10104	11903	1799
14055	15368	1313
24022	25028	1006
12239	13401	1162
9943	11809	1866
16156	17680	1524
13640	14676	1036
9073	10212	1139
25292	26671	1379
26569	28084	1515
29691	31181	1490
23557	24812	1255
29168	30468	1300
26358	27967	1609
12849	14359	1510
25024	27671	2647
17058	19448	2390
17246	20092	2846
12939	15870	2931
5784	8414	2630
7240	9448	2208
5233	7804	2571
6383	8569	2186
31753	34730	2977
696	2777	2081
10373	13054	2681
22818	25498	2680
17101	20075	2974
9474	11808	2334
25873	28366	2493
20373	22817	2444
16504	18860	2356
7621	10140	2519
7268	9734	2466
18177	20569	2392
16893	19773	2880
23115	25317	2202
9964	12586	2622
25901	28568	2667
28119	31040	2921
4360	7063	2703
3614	6082	2468
10828	13366	2538
14231	16699	2468
18292	20441	2149
18305	20682	2377
32651	34654	2003
24888	27497	2609
27044	29680	2636
32433	34904	2471
21789	24598	2809
3627	5879	2252
28664	31528	2864
28555	30680	2125
29153	32157	3004
4025	7736	3711
15688	19387	3699
9826	13391	3565
26670	29715	3045
20567	24386	3819
17690	21237	3547
33737	37383	3646
34967	38470	3503
25052	28626	3574
27163	31003	3840
